"","P7_S10"
"1",29.6071304376976
"2",26.8226705385548
"3",25.7142623686181
"4",26.0838264504334
"5",26.9685429255386
"6",28.3518035588902
"7",28.462774996146
"8",24.2750103673991
"9",21.1291651384246
"10",25.7610545374734
"11",24.8608535019153
"12",19.8493136599098
"13",22.8675998133681
"14",22.8819157020789
"15",24.386880502119
"16",24.2642331800037
"17",22.1941548091737
"18",27.6528527724881
"19",34.8470979237928
"20",34.6258812440155
"21",37.6078823953496
"22",41.5814259091032
"23",42.478454047916
"24",48.1407391368279
"25",47.2082137006396
"26",49.3985083739682
"27",50.0364159251074
"28",46.0958311324249
"29",53.224570526075
"30",50.1015485996857
"31",52.381713687648
"32",47.5735039596599
"33",47.0048467300698
"34",41.0641592227095
"35",41.126403699872
"36",40.3209533057692
"37",33.8174630407569
"38",31.5192542771668
"39",25.4769171192213
"40",24.727567888326
"41",25.0694288488182
"42",24.499359079617
"43",22.9437128524236
"44",23.8971463354916
"45",22.0795250076799
"46",17.0421681227094
"47",18.8531457215075
"48",23.4166675254384
"49",25.3670124152319
"50",22.2657135390669
"51",22.5696939341142
"52",24.8328113210898
"53",24.0502127165679
"54",31.153090590767
"55",34.0200879435858
"56",33.5785536455092
"57",36.727784719565
"58",35.6955249745284
"59",42.4388914971823
"60",41.7351249966456
"61",44.5695893787105
"62",42.650549631557
"63",42.012631582613
"64",44.3565687931951
"65",43.1200186794232
"66",47.4820288375013
"67",43.545985527753
"68",48.6955417493013
"69",46.8211168573581
"70",44.9096789120639
"71",40.6742684691844
"72",41.0789488594737
"73",44.5243658891926
"74",37.0530038618058
"75",39.2332873787668
"76",33.228548734538
"77",36.0709138570027
"78",28.4644718820191
"79",27.5454841361449
"80",22.3647881088091
"81",20.9907378562529
"82",20.0488490611251
"83",17.2895554874056
"84",15.5112790257115
"85",12.9646121739184
"86",15.5486283716915
"87",13.4631843526418
"88",14.8496035570259
"89",15.0481178126996
"90",8.27473915729295
"91",12.3722784165962
"92",12.2667601103092
"93",10.8353724425856
"94",14.1927413442189
"95",15.47178383277
"96",17.6642746420115
"97",17.5834528086506
"98",19.7942102835687
"99",24.1166694893673
"100",19.2588628148931
"101",27.511794001129
"102",26.3151867910733
"103",27.6870371370807
"104",23.659864656603
"105",26.6238666670948
"106",27.253983180665
"107",27.4512589794955
"108",26.9239883290104
"109",24.9198796931326
"110",23.8489728575122
"111",24.580484222896
"112",23.2032659730759
"113",21.202952360671
"114",23.9509602988925
"115",16.9072808003137
"116",16.5303898225197
"117",18.5598224867794
"118",17.8908718900086
"119",18.3966524147757
"120",19.7772630030874
"121",17.5031577542415
"122",22.2219484506798
"123",18.6252098325757
"124",20.8315046152677
"125",24.704404963044
"126",22.5072753391434
"127",27.4341218216122
"128",33.4301968027568
"129",29.696018950259
"130",30.8785434334752
"131",36.1487916862183
"132",35.6383804480882
"133",37.4289756274798
"134",40.4289968490879
"135",34.2304223523887
"136",44.7925281826772
"137",42.6677162495555
"138",38.9602571835562
"139",38.1726377397329
"140",37.6492768179285
"141",39.0292958893519
"142",36.3752921630224
"143",36.0434252651505
"144",37.5169392932141
"145",36.4859793249147
"146",35.094315196179
"147",36.0158778023129
"148",35.1705113055172
"149",36.739802418164
"150",36.7531163534865
"151",32.7167299496026
"152",34.4446883735617
"153",34.4117827487241
"154",34.1306029377821
"155",31.7529294568685
"156",37.5779613158053
"157",36.5847317914239
"158",33.2761775413999
"159",33.0405018026316
"160",31.0634390513428
"161",30.9545719190137
"162",35.1208377322091
"163",31.1549397296558
"164",31.6592129681971
"165",28.4114710446218
"166",30.251138736706
"167",31.9980062612556
"168",36.6111668883292
"169",32.8169493147108
"170",33.9279233281691
"171",34.3477731997516
"172",37.0325949149075
"173",35.16789343437
"174",35.7828390822024
"175",38.0594866348717
"176",40.5900808622548
"177",41.77001900003
"178",43.0000221730646
"179",42.3977617811151
"180",41.6378025575173
"181",44.1651582995941
"182",41.6303448201758
"183",44.2061108401035
"184",40.7296147197686
"185",40.0762705525838
"186",42.4782367706879
"187",39.0143277458644
"188",39.5187075408352
"189",37.863681302928
"190",33.7361513110221
"191",33.0775432897118
"192",33.2041179361636
"193",31.6166294797838
"194",31.0339539654043
"195",32.8937572677388
"196",26.3769635457595
"197",29.4610207457728
"198",25.5422272650078
"199",22.4253230385829
"200",25.4557127802751
"201",25.777564224294
"202",28.4337138761908
"203",27.1647698176271
"204",29.2020644917841
"205",21.4478703020731
"206",28.4746944544853
"207",26.7061776097518
"208",28.2169912083524
"209",28.4134020264665
"210",24.5759537838267
"211",29.0963401262581
"212",29.5117044190063
"213",32.3373245779091
"214",30.0350530756412
"215",27.5598818303637
"216",29.048527458049
"217",25.2321747145868
"218",30.3945572992744
"219",29.4387457941185
"220",29.9164480268931
"221",27.5651957189526
"222",30.1645155971324
"223",30.1245048461295
"224",29.8285967365635
"225",28.4280645801299
"226",27.3321272928844
"227",31.7636742924851
"228",27.7683290171772
"229",26.7008980081444
"230",29.8815016136894
"231",28.9346042569114
"232",30.6538190494207
"233",31.482035062239
"234",34.0441870791933
"235",36.3640344712185
"236",33.4835593800392
"237",40.7074551241751
"238",38.560641104224
"239",39.4119114301632
"240",39.8649110891959
"241",38.1969933363987
"242",43.2016651441749
"243",44.9251666203701
"244",43.9622981015393
"245",44.5412044312298
"246",50.5198787331114
"247",46.0968394563831
"248",53.2395151372725
"249",52.380903525308
"250",54.1178169322267
"251",57.3432195567829
"252",55.1757404587237
"253",52.3874719691886
"254",57.0383697527637
"255",55.9115840046338
"256",55.0742256074326
"257",56.349709622905
"258",55.2149301966761
"259",54.0437826853348
"260",51.8247164857345
"261",50.5325411596602
"262",53.4256732541542
"263",48.3703244423864
"264",50.5733093290973
"265",42.3669207580538
"266",44.960616788413
"267",44.1440875416187
"268",41.4359643290698
"269",40.6923805806053
"270",42.4715513484738
"271",44.7251642758745
"272",40.370117719962
"273",43.4773067839497
"274",39.3787470135776
"275",42.5129259873415
"276",42.886803732139
"277",45.7719572055615
"278",47.6039530064621
"279",48.5396440464397
"280",50.3718291212608
"281",55.4696373777056
"282",53.6464103996703
"283",54.8352088432115
"284",55.0401288775629
"285",54.9767917850288
"286",62.3654859013151
"287",58.9132390997056
"288",54.5360296606601
"289",57.7991170857352
"290",55.2088466816343
"291",53.6606234941874
"292",44.6050919719579
"293",48.950529805639
"294",43.0501839926736
"295",39.8783571913552
"296",37.6955323403527
"297",34.8396429827006
"298",32.9841291367864
"299",28.9352242422707
"300",29.5951073069372
"301",21.9418357710104
"302",21.5032402447013
"303",19.2562346751893
"304",18.280038856324
"305",19.4930291451105
"306",20.6217301023609
"307",19.1013390863848
"308",17.402826427724
"309",24.643863143144
"310",27.3512592483661
"311",25.0437947895028
"312",30.4674654403776
"313",26.457010007406
"314",30.8289891326454
"315",31.6143043915685
"316",33.3784568127391
"317",35.0968666233665
"318",32.2787203674341
"319",34.2591148738137
"320",36.4896069688636
"321",37.5762061803201
"322",38.8555919813565
"323",36.856926442831
"324",36.6319275393485
"325",39.2412441519292
"326",39.023412387077
"327",35.1770779499254
"328",33.3844516160964
"329",39.5794798649258
"330",38.1652077099767
"331",30.5096093611668
"332",35.7718552892302
"333",32.5767097545769
"334",33.8554311938022
"335",30.0166618076735
"336",30.9918794250279
"337",30.7753083425928
"338",30.3364082796441
"339",29.0116118325331
"340",30.0147778298399
"341",30.8326749745576
"342",30.3400608110948
"343",33.1074862162331
"344",31.6660947096185
"345",30.0843854956926
"346",29.4697748561175
"347",34.8899402175735
"348",32.6134422874815
"349",33.9444545955086
"350",32.8381956946597
"351",34.3727632862195
"352",32.8868094288434
"353",34.7996213785504
"354",36.9394026367528
"355",35.5850469148676
"356",41.8688796767158
"357",42.718329070681
"358",40.5993895340857
"359",40.7811772634193
"360",40.790592264643
"361",42.5367798404427
"362",41.5686668184862
"363",39.8635498338638
"364",38.5225667867715
"365",38.0317111972807
"366",32.8543774086276
"367",35.4851957018294
"368",33.1947427005713
"369",31.2682043875573
"370",31.2223484966049
"371",26.8586450156807
"372",26.5594472826299
"373",24.9628405924021
"374",27.0278563418907
"375",24.7833196747284
"376",28.0153683219107
"377",29.8105672732162
"378",26.2239893394109
"379",30.6576698331272
"380",33.2234103047972
"381",33.5878116588333
"382",35.0527526215902
"383",39.7281499239044
"384",41.4773410598582
"385",43.1259212162483
"386",44.0900300362361
"387",50.0319904938691
"388",51.1399876525583
"389",49.6191512679606
"390",53.0387864879904
"391",51.6434300002697
"392",49.9125220482326
"393",48.7909638214516
"394",49.8342176909236
"395",46.8030868962498
"396",45.093388901351
"397",38.6733499992005
"398",39.2191149454891
"399",35.8539181304063
"400",26.514157517573
"401",29.4462813916466
"402",24.7873309558806
"403",24.6893505180591
"404",22.3372463576015
"405",20.4428916107426
"406",20.7859068605644
"407",19.2599300387815
"408",22.0608003025946
"409",21.5361059105256
"410",22.1845994226461
"411",23.3966531869583
"412",29.0877568194569
"413",31.2482091614003
"414",35.2469248524893
"415",36.6893708386924
"416",43.8275231544875
"417",45.5496318449645
"418",48.0584234838465
"419",51.2540395253871
"420",54.2010727926633
"421",55.8351115589238
"422",58.5398944787977
"423",58.9673955218165
"424",57.1701365316797
"425",54.9722907070811
"426",54.7762517412102
"427",53.4413694455337
"428",53.322976254426
"429",51.6918842146967
"430",50.1765436320278
"431",48.6888562087032
"432",45.5768730117332
"433",43.6367021007335
"434",41.2923407458403
"435",42.0833394358641
"436",36.8991868407309
"437",41.9916129634692
"438",39.0118404405169
"439",36.6516826651436
"440",35.3589064239778
"441",35.1087420830342
"442",35.2736345042688
"443",36.1971972759011
"444",34.5973094689845
"445",38.2293803134869
"446",43.3684162311014
"447",44.2033984143246
"448",47.4046232672106
"449",50.4270398387421
"450",47.8949045051305
"451",51.0803171694823
"452",53.4142445086748
"453",59.0193878124495
"454",60.2700283457302
"455",60.1184476103298
"456",64.7280870647163
"457",60.4625736273101
"458",64.4134044075976
"459",64.624627266791
"460",62.0331035071761
"461",63.0812487655166
"462",60.9768087435986
"463",58.6791281316101
"464",57.424659892036
"465",61.7890005091524
"466",59.8514895719442
"467",55.1354731053424
"468",54.6659327674664
"469",53.2998788127542
"470",56.8966518367005
"471",48.8160738410706
"472",53.6567852261187
"473",50.5190601250015
"474",47.5012711410914
"475",47.1613445720438
"476",46.9946889648361
"477",50.9874869385543
"478",51.8233046652082
"479",50.4944959751415
"480",51.2535762864852
"481",51.8678330112274
"482",53.7949588892661
"483",57.1737347218231
"484",49.7271830234674
"485",51.0841776373196
"486",54.9423262334815
"487",49.9642858698361
"488",46.4761507590814
"489",50.1450255806342
"490",48.6756357959996
"491",47.1738865530859
