"","P8_S5"
"1",72.3000128955757
"2",78.1932806098722
"3",79.2027687492582
"4",84.5423942174282
"5",84.5330866149879
"6",89.8050316412718
"7",90.8122898451898
"8",92.059353445454
"9",91.8773792998119
"10",93.3790610678595
"11",91.0354146929565
"12",92.3966955001459
"13",86.6152735466161
"14",86.2287460203938
"15",83.934992448675
"16",80.288278547828
"17",77.1115083741961
"18",73.8838973043084
"19",73.9375982736625
"20",70.4747170883445
"21",68.0039975350603
"22",66.7914075038106
"23",65.9767982370137
"24",62.2000230155206
"25",54.8968977789278
"26",57.9499978855537
"27",53.8929004687595
"28",50.349001019136
"29",47.7255928242447
"30",46.4711459347531
"31",44.972320549602
"32",46.4962190215244
"33",41.9132769550931
"34",44.9847872419212
"35",47.8780784337343
"36",47.6041055023887
"37",50.663218180452
"38",53.2563810237449
"39",56.4981985217047
"40",59.004053864831
"41",61.5150722742734
"42",59.874079916823
"43",67.2039268224854
"44",61.732590368546
"45",66.8495758116235
"46",63.8507214155988
"47",65.2284433230948
"48",62.0499738986627
"49",67.692801311337
"50",62.4842013742785
"51",60.4834238394202
"52",59.6676341003731
"53",61.1882167282569
"54",53.411091530172
"55",53.3756611828393
"56",50.8771884095751
"57",51.1267840178982
"58",51.5674394727766
"59",49.4172493585386
"60",48.8250367681131
"61",48.3030890953032
"62",48.1800394468129
"63",50.729655470248
"64",54.9003612925424
"65",55.8913003828564
"66",59.0445632025513
"67",59.3119184624892
"68",64.5315735247673
"69",67.8845728797381
"70",63.0236118122775
"71",62.8876493272248
"72",67.5039137251662
"73",65.3374746695827
"74",64.0597854810426
"75",67.8188096422818
"76",62.129015964167
"77",64.2272075235027
"78",56.1819512636076
"79",58.902760753963
"80",57.9076499186391
"81",57.0518467393432
"82",54.4256725745162
"83",53.268243143882
"84",56.4553980033542
"85",49.6946759047541
"86",48.7181159632923
"87",51.9444038070972
"88",51.7193842039527
"89",53.1380518987036
"90",55.1574511151433
"91",53.2434718251842
"92",52.078524173271
"93",55.1059735783188
"94",57.0645512451386
"95",59.8885126854964
"96",60.2374598978644
"97",59.4717770151871
"98",58.5157081368392
"99",55.7970436771253
"100",63.2586416378318
"101",62.4050625008602
"102",59.8565536052262
"103",62.4709229655986
"104",59.9046961900967
"105",63.7099782941988
"106",65.7905082871995
"107",67.4944811935131
"108",67.1470700908973
"109",68.2870432987049
"110",68.2258217411791
"111",71.7802313326074
"112",69.8139563663358
"113",72.8463070104833
"114",70.3720958147236
"115",75.0499584296264
"116",76.4914403161687
"117",76.1951827494099
"118",77.4088102963076
"119",73.9844946491314
"120",75.0063730981635
"121",77.270415149806
"122",71.0017829877003
"123",74.0180897769394
"124",75.8698476045781
"125",70.3837331001423
"126",71.6421095147295
"127",69.488724372124
"128",67.2555686058612
"129",69.4713117744059
"130",65.3274521439016
"131",67.9077988359722
"132",63.2766692018054
"133",61.5952056436942
"134",63.1339071418489
"135",62.1376115666655
"136",61.2564521996775
"137",63.8942939774564
"138",59.5133554152134
"139",60.4971880283107
"140",60.3494941521122
"141",62.9922470658242
"142",63.0901989082211
"143",59.2380801721803
"144",62.0174562138251
"145",63.1505783706975
"146",66.3265473891003
"147",65.6810869436981
"148",67.2114638130794
"149",66.5352031496101
"150",67.282385704796
"151",65.893811461261
"152",67.6327402093885
"153",67.1325460963366
"154",68.7368200061712
"155",68.6404586042839
"156",71.9507903418097
"157",72.9531977718024
"158",73.780217367443
"159",72.8888986431835
"160",71.4679422892198
"161",71.2227942431204
"162",70.2279579537285
"163",72.0512958390323
"164",69.2841496136499
"165",75.0383504018572
"166",71.6527342217863
"167",71.0741362284528
"168",71.7103945365049
"169",72.1092584267089
"170",69.6762411926668
"171",71.137058384585
"172",71.9729059022463
"173",68.7044207801092
"174",71.3669284888636
"175",72.1902906131032
"176",74.0492578841179
"177",74.4321096265663
"178",75.4865449567638
"179",81.3214886782795
"180",78.2883086631012
"181",80.7304285942871
"182",82.4910024765069
"183",84.0058935695479
"184",84.3248604203284
"185",85.6956562803194
"186",79.8997700751988
"187",79.4126741758457
"188",79.810588072135
"189",74.916705526072
"190",76.1458794768266
"191",69.2954580701242
"192",67.2030315175205
"193",65.7321278431408
"194",66.8872676452234
"195",62.6030438313383
"196",57.7070076252169
"197",57.3171899701295
"198",54.6721719144724
"199",54.2486056571772
"200",61.0618218026732
"201",54.7246026703193
"202",55.1110301674202
"203",58.0052271226549
"204",59.1169055940358
"205",62.0580566050607
"206",60.7592681813755
"207",64.9877704775419
"208",66.0155383940954
"209",68.5613915917088
"210",71.0683748198801
"211",71.0407850274604
"212",73.8987194757261
"213",74.9061434407368
"214",74.0259300438787
"215",76.2580886599588
"216",70.9300815042856
"217",73.1354498681329
"218",69.0415868694003
"219",77.1836924341935
"220",69.7802340947137
"221",73.69887310119
"222",71.6329943842516
"223",71.8334583035741
"224",72.2951760062297
