"","P3_S2"
"1",37.5824289650281
"2",47.2826700118595
"3",46.9522263756337
"4",46.8335214876853
"5",49.8117974332333
"6",51.7458216652337
"7",49.7460132187585
"8",57.9016006260484
"9",57.600693470335
"10",54.0435077277952
"11",53.6131482099992
"12",54.781798691309
"13",56.2266372521366
"14",57.0052894705637
"15",56.8909203712384
"16",53.8931815062683
"17",54.0408508861467
"18",55.315529714888
"19",60.2798454142274
"20",60.7726113153608
"21",55.3376539128613
"22",53.6983172315068
"23",56.864318677891
"24",55.2313287635184
"25",53.9594826440064
"26",53.3928520599576
"27",50.3620965762749
"28",48.077199321159
"29",45.2943981843827
"30",42.6074209187769
"31",39.6764954685576
"32",40.4584909615443
"33",40.5414640998912
"34",37.3633638001552
"35",34.9274229487566
"36",34.1072116528104
"37",29.8565465912281
"38",29.5686170114198
"39",28.7540918052226
"40",26.5014655915336
"41",26.7624808586774
"42",31.0873040467345
"43",27.9691000999445
"44",26.7916175126815
"45",26.9869361873517
"46",31.2030847596467
"47",31.0187056227878
"48",29.9323721247089
"49",32.0452812834339
"50",37.4944351334839
"51",34.446157992775
"52",37.2583474937808
"53",33.3015734034583
"54",35.8895235173
"55",38.259573443526
"56",35.4779507461793
"57",36.9487290966028
"58",38.4058843263627
"59",35.2090004916599
"60",36.2512611375034
"61",32.7430217042939
"62",30.0940076395081
"63",35.0014720138765
"64",34.5515756155664
"65",32.2775463615155
"66",30.1484930718921
"67",34.9223761962499
"68",34.3329152403423
"69",33.8490727184242
"70",35.4076426587958
"71",39.5588949128582
"72",42.4991101268557
"73",44.8334833104382
"74",42.8516942231256
"75",52.3084443505872
"76",48.0834080903706
"77",54.0199482744102
"78",59.6841078450965
"79",58.2243677420147
"80",63.6777473459267
"81",66.5035314700314
"82",68.3843248954757
"83",74.9339300071698
"84",71.3910936520378
"85",76.5896781543856
"86",75.1692546321583
"87",76.9646527378845
"88",79.1955545492134
"89",76.6020965422602
"90",75.8668537235066
"91",75.4573059200098
"92",67.991346923394
"93",67.1755259368167
"94",68.2101908109391
"95",61.39268853567
"96",57.5730273065774
"97",51.936467208819
"98",48.7214103374351
"99",47.4690816527889
"100",45.761034582699
"101",44.8162606102868
"102",38.2989980733248
"103",38.4259849725222
"104",31.5085778596748
"105",29.2328452648134
"106",25.4807371665748
"107",27.6283960107158
"108",26.2716725126439
"109",27.2784998769434
"110",30.0130091636385
"111",29.5040000837836
"112",33.093295763195
"113",32.2116263010389
"114",37.1271754228426
"115",37.2513256382912
"116",38.6214362831825
"117",39.7526902856592
"118",45.1029624534904
"119",46.475940161692
"120",50.1506827367064
"121",49.370960704816
"122",51.7459197917614
"123",50.5812651594641
"124",56.1327470047141
"125",54.2980128854264
"126",53.4043314804863
"127",51.4590143944829
"128",51.9775579531881
"129",48.8317485667059
"130",51.8699990114724
"131",50.0219232767045
"132",45.5037019226667
"133",47.8099458712214
"134",44.3532133628455
"135",41.9976261242441
"136",43.2424117562676
"137",47.5262196032991
"138",45.2055046679744
"139",44.0445747601633
"140",42.1538062046226
"141",47.6166394729392
"142",40.0288633821624
"143",42.0395501727947
"144",47.4498360006415
"145",45.6779697388079
"146",43.0789045826326
"147",44.0665772247616
"148",46.3013809603555
"149",45.4343695251945
"150",46.9829229653062
"151",51.6254721360671
"152",50.1274803989088
"153",56.4094862345286
"154",53.0404025393006
"155",58.0060449092497
"156",59.0720257154477
"157",57.7898320976127
"158",58.2072229739252
"159",58.8863201922048
"160",61.0570723591289
"161",60.8909781434743
"162",58.3215986858297
"163",59.9454891404966
"164",59.1967697916429
"165",56.547586561601
"166",56.44702146219
"167",55.7895660068607
"168",57.9376974873676
"169",54.3938022984415
"170",48.544235580339
"171",46.8993892196823
"172",50.8768625969298
"173",49.5897784291527
"174",45.6978337980398
"175",46.5931457375299
"176",45.1967805460736
"177",41.1578097920406
"178",42.0744410617944
"179",40.1005936026226
"180",40.9396284929853
"181",42.9310206597734
"182",38.1289683169377
"183",40.1684657419171
"184",38.7687172260896
"185",41.1149413475089
"186",40.8615366661434
"187",42.6525528354677
"188",41.4883994319308
"189",39.80863162321
"190",40.2085693094589
"191",39.1330667602408
"192",38.5123376739089
"193",39.134906440946
"194",33.1718499540773
"195",36.4637816286775
"196",33.2430502774036
"197",37.9258003019862
"198",33.4101959237583
"199",33.6769826908588
"200",30.0230801838275
"201",27.0194880805921
