"","P6_S10"
"1",70.0295414059982
"2",79.9367209031427
"3",83.713761748329
"4",81.7238577212474
"5",88.1254456343389
"6",86.1063779292985
"7",87.941956635494
"8",89.6912501564997
"9",89.7978290199353
"10",82.1316458701098
"11",79.4711997575749
"12",79.2656374677775
"13",74.5343421460674
"14",72.3610607332167
"15",68.8728047470291
"16",69.6680481198743
"17",68.2506369449382
"18",67.6312985769984
"19",64.7792888229276
"20",62.4334959972949
"21",57.6462985046236
"22",59.4656091831559
"23",61.7673614611098
"24",57.7545858346213
"25",59.5319804920871
"26",63.3888418618704
"27",62.8965985700742
"28",61.2405199463616
"29",68.0232023798843
"30",62.6752586425817
"31",66.4310665147046
"32",71.0279429540418
"33",69.7706459517993
"34",71.9134781366671
"35",70.187332167634
"36",71.5735979868087
"37",75.123148619248
"38",75.7922662497923
"39",76.2425141008782
"40",80.3546617743681
"41",74.8989486335916
"42",79.8794880579177
"43",78.7020249351234
"44",77.9738344254746
"45",77.6338806160499
"46",81.6070555063076
"47",80.32203672091
"48",79.6964700112641
"49",84.1808978921759
"50",79.7157681993804
"51",84.8001330954753
"52",78.704620562184
"53",80.5918056761997
"54",80.9116254085512
"55",80.3967777614838
"56",76.3139441914424
"57",80.5979143832544
"58",75.5715342140795
"59",73.7965221843112
"60",74.5783512053662
"61",75.6199875128149
"62",74.1551240154309
"63",71.7924827862111
"64",71.7662650473059
"65",74.0280548461822
"66",71.318481131101
"67",74.0584574542393
"68",70.0120533042441
"69",71.1438198102337
"70",68.725984589067
"71",72.5434726446578
"72",72.9571476208901
"73",72.479293499767
"74",73.5884428297757
"75",75.8903671766088
"76",71.4530717656151
"77",79.7545393601265
"78",77.9028226654715
"79",79.6325973550114
"80",83.0968586280188
"81",84.903917091298
"82",86.4569118040127
"83",82.5060454182872
"84",83.4793355887746
"85",83.8069065588393
"86",81.0211849161312
"87",86.8684442720004
"88",79.3939771174318
"89",78.1224683509926
"90",79.1327025859227
"91",76.9023235830554
"92",76.0321486720401
"93",74.2468604092777
"94",69.2457611640889
"95",72.8854618235835
"96",66.5476898055528
"97",65.5722168859526
"98",62.6422763907308
"99",67.5442713391347
"100",61.6030477332851
"101",61.2552933391808
"102",58.5153225825221
"103",61.1156569510891
"104",60.437288549976
"105",57.8553986436699
"106",54.9752593761568
"107",54.4842560169362
"108",53.3340362017636
"109",55.2373457902977
"110",56.664330223519
"111",58.3947539052598
"112",56.4394857112912
"113",62.0994356678029
"114",64.6833882948432
"115",61.938655803658
"116",63.5958831301318
"117",66.6523067293969
