"","P6_S8"
"1",68.921547596383
"2",72.5114713067059
"3",80.64213531576
"4",79.3499962109314
"5",78.7741014887497
"6",79.9824122027474
"7",75.6985411458342
"8",74.1240209363967
"9",76.2651631071018
"10",73.8733437550958
"11",70.9939930282611
"12",66.3790070789628
"13",65.9495148463587
"14",63.0985954433245
"15",58.1017892036424
"16",56.7072437107058
"17",56.323753545803
"18",53.9968488706597
"19",52.2961668472401
"20",56.0527939260072
"21",51.8768044674334
"22",55.5273191177247
"23",53.8866886279312
"24",56.2595138075186
"25",54.9780979723731
"26",55.6477442125624
"27",57.5671396665473
"28",61.9331407736899
"29",57.6171250351504
"30",61.1264376780655
"31",59.6023530473714
"32",63.8137462582621
"33",66.88963590794
"34",65.6363397786314
"35",67.1090501618799
"36",72.9724497999743
"37",71.8687281085468
"38",70.0627869365145
"39",69.6323467240991
"40",74.0191154569316
"41",76.8195867320505
"42",73.6739488083316
"43",68.929617265988
"44",70.0293421575131
"45",70.0635594785846
"46",70.5723490232316
"47",75.3188108984168
"48",74.1823986832859
"49",66.9066688982596
"50",70.7383211514911
"51",71.1412238177508
"52",68.6110271566244
"53",67.536209741768
"54",71.200674219355
"55",68.3911121034908
"56",71.2805969248127
"57",66.3126856002485
"58",67.888134896882
"59",66.8363292986886
"60",71.6436673193751
"61",68.6343687626272
"62",69.4618157507389
"63",75.4981712582072
"64",70.3498455525925
"65",78.4826633383126
"66",73.9084595721103
"67",74.9629850100415
"68",72.585058944883
"69",75.846045142273
"70",75.4597194398134
"71",76.3141784511713
"72",79.7029130410921
"73",77.0634426814682
"74",78.3907340479265
"75",80.0667698276279
"76",80.7111423113881
"77",77.5855038583468
"78",75.8317419304742
"79",78.7423278016287
"80",75.8298600704437
"81",72.563612128177
"82",72.7952044983577
"83",74.9238011444293
"84",74.4778138552161
"85",69.4719650143857
"86",69.8486442447874
"87",70.9790472545095
"88",70.2399073408611
"89",68.1721118557792
"90",71.2659019734265
"91",66.1087332258398
"92",69.2333439318512
"93",65.3478966662925
"94",68.4393527430098
"95",65.8782484848388
"96",63.2883960319166
"97",69.0106890433384
"98",68.1162811545997
"99",71.8072042159735
"100",68.0830870394772
"101",66.9741325581446
"102",70.8453679980043
"103",69.8707485299619
"104",68.9592729594023
"105",69.171020076479
"106",65.8254068443338
"107",68.7642232740252
"108",67.4582990734876
"109",61.9878713186961
"110",60.797761898926
"111",66.7541431947076
"112",61.1942846313821
"113",61.2881091837644
"114",61.2822370764316
