"","P6_S7"
"1",58.1371754852859
"2",65.2335596018501
"3",71.5464948859084
"4",74.2027433086331
"5",79.8907687777476
"6",84.0514928307642
"7",92.0222045056677
"8",97.2465499758656
"9",95.283505189106
"10",99.0157266043948
"11",95.5314415972003
"12",97.7994302821036
"13",95.5479761274802
"14",88.4840241899094
"15",89.2554368138877
"16",89.4162491039874
"17",82.8955194108468
"18",77.6116556871324
"19",71.26909870329
"20",69.2551304940361
"21",63.6201373219448
"22",64.544222299586
"23",62.240345917291
"24",52.6756601715194
"25",58.4988912977869
"26",54.3731462822726
"27",53.1015813146037
"28",57.0910281279128
"29",57.9696048753121
"30",63.3106075583053
"31",65.7860781094697
"32",69.229355371162
"33",73.0410422108279
"34",80.4206832042033
"35",78.0936256213181
"36",86.7406125024328
"37",87.1821456979255
"38",90.5559147066937
"39",88.0442067665196
"40",91.3462447936646
"41",88.5655302291323
"42",94.086694062198
"43",91.5482158089747
"44",89.9829653974285
"45",84.9453895188465
"46",81.3114914806147
"47",78.3489528267875
"48",73.9147509197266
"49",70.2608482997407
"50",64.8320695673663
"51",69.4333164540454
"52",61.7642405400082
"53",61.7640238304888
"54",66.119339995075
"55",65.8093332447461
"56",67.5968404480142
"57",64.4468171485533
"58",67.4589357375241
"59",74.027027089638
"60",74.6230435583563
"61",79.5295716607041
"62",84.6240878016212
"63",87.4353424476686
"64",86.1994272596016
"65",90.0335189514927
"66",87.2746533850131
"67",90.4089004874685
"68",84.1035485557217
"69",89.5477767401127
"70",85.7185194596048
"71",83.2041099130754
"72",83.0896865984052
"73",80.9007692822831
"74",70.7135431410974
"75",73.9682979525464
"76",68.94155876397
"77",66.3053524592963
"78",64.5750942509161
"79",61.3408214282655
"80",63.5098034554656
"81",64.5298877425294
"82",58.8729029868556
"83",67.1707475834218
"84",64.228754086579
"85",61.9827501544393
"86",69.4747153098132
"87",67.9255113208769
"88",70.8170552343016
"89",70.0824199230687
"90",77.4575815149186
"91",78.5086595022673
"92",84.9768718139592
"93",77.7352116541923
"94",84.1483429354373
"95",83.9641747288028
"96",86.8959644669154
"97",83.2844224553667
"98",84.9767377141804
"99",88.5445422649398
"100",86.6640501873744
"101",85.4251901550717
"102",88.8744856565321
"103",85.0976279768314
"104",86.2572975916598
"105",81.6462783374872
"106",86.8417657209056
"107",83.7176497679161
"108",82.2345537045748
"109",85.5717742104779
"110",84.8826138409669
"111",80.317885423325
"112",81.1776337568957
"113",78.5577596980013
"114",84.1453493529104
"115",80.5020047146569
"116",82.8414995803657
"117",78.1689751770132
"118",74.5942660160903
"119",76.8173526805901
"120",74.0933922474652
"121",72.6628200172399
"122",75.0263205994509
"123",69.5842182679401
"124",73.0949691429934
"125",70.6703017503351
"126",71.6988112990809
"127",70.086149058895
"128",70.8091814461207
"129",72.0103628759508
"130",74.6140215569354
"131",68.5218018855113
"132",75.0662684302589
"133",75.2977366300444
"134",74.7737150122859
"135",76.3197680993745
"136",78.0334924095103
"137",81.7602889310758
"138",82.5833447255979
"139",83.0560273351471
"140",83.6552456949032
"141",82.144353353073
"142",82.1650864367447
"143",78.5603175594716
"144",75.4613751356884
"145",81.5141666724122
"146",76.7258865507468
"147",74.7276096475154
"148",73.5049855260793
"149",66.5739033171638
"150",66.5124753003071
"151",64.4439442880088
"152",64.2148670726253
"153",60.6609072406835
"154",59.5858766441309
"155",60.0075398166356
"156",59.6119641380873
"157",60.4661832108068
"158",61.1873528546987
"159",65.0792558236034
"160",63.5199141010811
"161",68.9589084597164
"162",70.7947568841432
"163",72.033649220034
"164",76.1414049416749
"165",80.1633070118812
"166",76.5856095841527
"167",80.2100722098345
"168",82.0689549901239
"169",80.8283294762484
"170",85.0969947193688
"171",88.2540218384175
"172",79.4893583660028
"173",80.2318351493564
"174",77.6241404992028
"175",77.2260143660837
"176",75.7481644100811
