"","P1_S4"
"1",10.2813388202498
"2",16.0185276899722
"3",22.1371465369293
"4",20.7042847286872
"5",24.6530475361003
"6",26.2056580039434
"7",29.8825345150756
"8",35.8439042581819
"9",35.8666375353761
"10",39.6682904295769
"11",40.0449202882494
"12",41.7019166796323
"13",44.3610122210313
"14",45.4174574413513
"15",45.1795959168168
"16",45.1239761072159
"17",45.9965736268994
"18",41.1457877245499
"19",40.6598781646544
"20",40.4123165711265
"21",39.736381284223
"22",39.4691840211986
"23",37.6686089658873
"24",34.2960075929464
"25",34.0813755952351
"26",31.0258774961044
"27",25.7278027552347
"28",28.1326394397852
"29",29.5335321733417
"30",25.7811458047435
"31",24.2240117918
"32",25.8223872763575
"33",28.5106308221218
"34",29.5927321841374
"35",29.6312158539801
"36",29.9913796441669
"37",31.8759052082839
"38",31.3345459341389
"39",32.8221294390208
"40",35.0086036373552
"41",34.6426379859131
"42",34.0668656741202
"43",42.0723224477506
"44",39.929262880726
"45",38.0037520945185
"46",39.9391207369517
"47",41.8085245952595
"48",42.3782176628842
"49",40.7685983736406
"50",43.781444366988
"51",41.9058557212196
"52",43.5879899475964
"53",37.6824264106059
"54",39.3346860567957
"55",39.6297405229628
"56",41.7701932425918
"57",34.2846620928328
"58",38.5612294021927
"59",32.5435540063188
"60",35.9275001390719
"61",36.1972061473955
"62",37.6278721878896
"63",35.3515911837637
"64",36.100828632425
"65",38.0226870030628
"66",36.9131600423289
"67",37.0003884286521
"68",41.7344953763063
"69",38.3573702382792
"70",45.5500820332708
"71",40.5427548660838
"72",46.3581535405092
"73",48.7555574718392
"74",52.8598703582342
"75",48.1667924556699
"76",57.4719528973667
"77",54.244434549932
"78",53.0795696434521
"79",53.443179910379
"80",53.15097745166
"81",50.7906619518766
"82",49.3360586606933
"83",47.7812568071062
"84",47.9338036737394
"85",48.2015044679379
"86",46.0345434309465
"87",46.1458255961712
"88",42.7179583127334
"89",39.7586671526501
"90",41.0364743055573
"91",36.1027225318624
"92",34.0155675060313
"93",32.2341895736279
"94",30.0688432542906
"95",33.1348958277897
"96",31.7855500940315
"97",31.876260607189
"98",29.8751416595929
"99",28.8980680396449
"100",30.6261152857638
"101",30.2566304240396
"102",32.7578864112157
"103",32.088089504997
"104",34.2161391172814
"105",32.0745880634743
"106",33.9714110234608
"107",35.6757449229482
"108",37.761105399828
"109",35.057629659006
"110",37.6644039968293
"111",37.4061297683249
"112",41.0140724438309
"113",40.2680949666439
"114",36.7937465152175
"115",39.0681500481244
"116",38.7746471502582
"117",38.6701502727908
"118",37.4480380397847
"119",39.0218028275369
"120",35.8142387742765
"121",37.6418485868744
"122",41.0620573528349
"123",38.6733584913695
"124",36.0837624731506
"125",39.3530061069044
"126",39.6403251711049
"127",37.5413498912726
"128",37.9089631390404
"129",38.9431281553607
"130",38.0699860772611
"131",39.9211798483817
"132",39.3386576384963
"133",40.5186346854571
"134",42.3602081930335
"135",43.301746858727
"136",43.4932517922956
"137",43.6268773700077
"138",44.0448116681143
"139",45.7107338137435
"140",40.0718763894355
"141",45.2088679453414
"142",42.3246588276013
"143",43.6953337957872
"144",43.880502778629
"145",42.0885583970598
"146",43.266344405953
"147",39.0065410450644
"148",43.3341971438965
"149",38.6059822131476
"150",39.1556395210006
"151",38.0334891696988
"152",33.6787971501641
"153",32.1335247867791
"154",33.3153240563975
"155",36.3115057553434
"156",27.9151659520263
"157",29.0810999332202
"158",26.6375940940453
"159",29.7394532287613
"160",26.598009983883
"161",29.5506058913723
"162",29.7776719923392
"163",31.100892126669
"164",28.7208251261584
"165",31.3996111785802
"166",33.7180327454123
"167",31.6517138402229
"168",34.5842251270942
"169",38.5168917879128
"170",39.4559391939954
"171",37.7414387991985
"172",39.710167673868
"173",42.9993953682569
"174",40.5801670077747
"175",42.2172994940495
"176",43.8359846951547
"177",42.1490132202853
"178",38.8434647181356
"179",41.5764715582144
"180",41.226072337972
"181",44.9243373976961
"182",41.2215507698033
"183",37.6944442276713
"184",37.5169038769558
"185",34.0478740993377
"186",33.0120921257185
"187",28.7163600110552
"188",29.2968373239013
"189",27.8464900676663
"190",31.7216272279839
"191",28.1117558993473
"192",30.0189498909423
"193",32.2450096057642
"194",27.0482028381082
"195",30.8277271519852
"196",31.7709992645326
"197",32.70532066683
"198",30.842943934151
"199",32.9611200278801
"200",33.7140091764815
