"","P1_S8"
"1",12.7800288752189
"2",12.8389698275581
"3",15.9976344381038
"4",19.6888523794204
"5",25.228782308057
"6",24.5732159523433
"7",27.4298649015933
"8",27.8541177453079
"9",31.5677753663346
"10",31.0089106833813
"11",38.5351436896417
"12",34.453088528349
"13",39.1127513307666
"14",35.5227611056789
"15",35.6945690878698
"16",36.2372526229613
"17",30.7341048552109
"18",32.4677670938909
"19",25.9400676699031
"20",27.3788535065186
"21",22.7579664708378
"22",21.3357324553443
"23",20.6142192017475
"24",14.2209153699591
"25",13.096642976761
"26",12.0815397463803
"27",13.9409091128168
"28",9.49343759467095
"29",11.6276382302676
"30",11.0390196032173
"31",16.4081418310819
"32",14.8523319698289
"33",17.6725352750368
"34",20.8177366805889
"35",23.010493405517
"36",26.7161099834802
"37",24.960653757662
"38",28.7485726758332
"39",30.9795341282943
"40",32.3382733150255
"41",34.0169310260667
"42",33.5747841100475
"43",37.8189493092297
"44",35.7499340685033
"45",35.2537545001994
"46",31.1735924777866
"47",32.6912008005969
"48",30.5817712378883
"49",25.5194872361132
"50",24.4396774107663
"51",22.6519748215437
"52",15.0736912149241
"53",8.7142756031441
"54",7.72768410693733
"55",2.17166580507356
"56",1.99933848684275
"57",2.85832273615136
"58",0.216042894451195
"59",-4.17523650251708
"60",-2.09386137634679
"61",-1.99704978108743
"62",-2.7561191123998
"63",1.10472786390132
"64",6.17190050957527
"65",4.2652298163631
"66",13.6055376208383
"67",22.8482116496814
"68",24.04004630101
"69",28.0535887988545
"70",28.4417879035803
"71",31.614905786359
"72",35.2092683619677
"73",34.9870965903565
"74",39.0854757803057
"75",37.6864053556255
"76",38.9940468683514
"77",41.4570513822259
"78",45.2920376298362
"79",41.0029632457898
"80",37.239943525178
"81",38.5643112947971
"82",32.2461258303993
"83",33.9450686996538
"84",31.5806915046669
"85",30.3167857360787
"86",29.6505351247267
"87",29.013341223086
"88",23.9334301725469
"89",26.8617561461811
"90",21.8262005343538
"91",27.4308444794228
"92",25.1231633104285
"93",25.7522486235007
"94",24.0324784994301
"95",25.0473948108232
"96",27.4641464741086
"97",25.214257222873
"98",27.3318713681356
"99",30.3003577116169
"100",32.4246816540133
"101",30.431494964389
"102",39.0432934635603
"103",37.6603533580804
"104",36.8049023731404
"105",40.3901429678743
"106",39.1980195691366
"107",39.14390191976
"108",42.919625414102
"109",41.1692244893001
"110",46.9004433317664
"111",44.1070164067772
"112",43.3899870000996
"113",41.4864390862957
"114",43.7132677757576
"115",42.885264984727
"116",38.5317846320334
"117",38.8927450123904
"118",36.5902906086491
"119",35.4607142993601
"120",31.0579485343202
"121",28.6556117810745
"122",30.6626290136341
"123",29.8954280401163
"124",27.363308557494
"125",21.7864510508967
"126",22.7700484714438
"127",19.7185544018305
"128",19.7878359495893
"129",23.0671829424363
"130",20.6501575319971
"131",24.2358424660012
"132",20.5159549623644
"133",25.025451213614
"134",26.4947819894655
"135",25.5955744182695
"136",27.9479537344207
"137",30.4210153293283
"138",30.1168510236633
"139",36.8536879111461
"140",37.019626747804
"141",36.9587400565745
"142",41.1734051415259
"143",40.457749093906
"144",41.6713327011149
"145",47.7481808141488
"146",43.3693852966297
"147",42.8480145865768
"148",44.4370173677934
"149",46.9661632669581
"150",41.2929054013903
"151",43.0876297513967
"152",42.3261396070747
"153",41.8597457821422
"154",39.8289905565942
"155",38.4395631452535
"156",39.2247980666127
"157",35.6177468039272
"158",33.7532965391228
"159",31.5823788410254
"160",29.00679877135
"161",28.3726729072804
"162",32.7897111996336
"163",28.5209912321483
"164",29.6525306965915
"165",26.6986857210146
"166",30.0668205703917
"167",31.7052440621109
"168",32.8120439240944
"169",29.5076086758577
"170",33.6883473647625
"171",35.3420521436649
"172",33.6644018981292
"173",38.3437383116483
"174",38.380854797621
"175",38.9811368389824
"176",39.9732965892885
"177",40.5962224184554
"178",39.4828568473359
"179",42.3200237947616
"180",42.9543398935208
"181",43.085383133334
"182",45.182700288948
"183",40.8187398237449
"184",44.7569074773452
"185",42.6197316908527
"186",40.4596947005642
"187",43.2527200499871
"188",37.129925875326
"189",40.9923462821995
"190",36.0706522048064
"191",36.1528980946174
"192",37.3057387325406
"193",32.3285656471691
"194",31.6357229455701
"195",29.1901810424594
"196",27.5078930192388
"197",31.1326462685609
"198",30.9949549651141
"199",33.0225655404464
"200",31.9279447142467
"201",35.4088070136095
"202",35.6076552606765
"203",37.3241276924209
"204",38.5094240589714
"205",38.384109354415
"206",44.0007509871569
"207",43.4514522765594
"208",47.1293117171172
"209",48.3986029793667
"210",46.6360128764716
"211",44.4959506608985
"212",46.1488298148007
"213",43.5197860590761
"214",42.739353575575
"215",38.5807084562958
"216",36.0961353554305
"217",36.0873113953173
"218",32.3300931080713
"219",33.369449395099
"220",30.947444352037
"221",30.5860821570542
"222",26.5910795698132
"223",25.5458778977402
"224",24.8070190175956
"225",25.8176551601209
"226",22.3679704702984
"227",28.3584546614701
"228",21.1231555151425
"229",21.1157607812517
"230",25.8352301576696
"231",23.7139396353504
"232",26.5919027432346
"233",28.7423031712678
"234",27.2383385071763
"235",30.1494431837487
"236",31.9215867567808
"237",34.4096415119694
"238",38.3892969508585
"239",42.1766890888036
"240",40.9685497692656
"241",40.242929525141
"242",38.0962598992727
"243",37.3283243308698
"244",41.4840875538713
"245",40.3098644489694
"246",39.9724080769913
"247",41.212953518106
"248",37.1112417455057
"249",34.5623924663848
"250",36.379905835454
"251",32.8269832661614
"252",32.846369907872
"253",30.4151327317107
"254",32.1590154463206
"255",27.9970008223317
"256",27.3796245508511
"257",26.124727126484
"258",30.7379686734953
"259",29.8711153940194
"260",31.275275497577
"261",31.6357075157455
"262",29.4710841243604
"263",35.3512937662342
"264",32.774697814564
"265",36.6349284560269
"266",30.7857367516556
"267",33.5559930136724
"268",38.2670825093842
"269",30.7646498469305
"270",34.2995709602856
"271",31.2472659766213
"272",33.9168272359286
"273",32.0068253734908
"274",32.0828778580106
"275",34.5512438127668
"276",32.3584993246304
"277",34.1156841425058
"278",38.5268223196811
"279",35.4192695486085
"280",37.4237069335004
"281",39.3186757361263
"282",45.459274744322
"283",46.0689677811429
"284",49.4115334603585
"285",46.0004468502762
"286",48.4433265979019
"287",51.9911901982808
"288",53.3657345570566
"289",51.835324740933
"290",50.9888644393966
"291",46.8116532045245
"292",43.0721965481829
"293",45.2994244472124
"294",40.1102798662658
"295",41.2617898144841
"296",28.0799107307704
"297",28.3697101730546
"298",21.3517079987247
"299",18.219040413191
"300",15.2033623953685
"301",14.4147171970644
"302",13.8798647958259
"303",7.93836262537203
"304",13.2057308744159
"305",8.30500822619209
"306",13.3303807859278
"307",14.6765476509482
"308",18.7996354204479
"309",19.9848896213528
"310",26.9308608460065
"311",26.2991533958842
"312",28.5970311382816
"313",33.4234767304607
"314",37.0798029328518
"315",36.4591845726394
"316",40.6874346495056
"317",40.0004709665232
"318",44.6422571111234
"319",42.1887506625133
"320",43.7776408944021
"321",43.5511009475413
"322",48.665202192976
"323",45.5767510068198
"324",43.671342512664
"325",46.5360361840288
"326",43.3100747967173
"327",43.5585021389285
"328",46.1168004438686
"329",43.3531498124162
"330",37.9115062296835
"331",41.5130481605598
"332",43.843597385799
"333",42.2235869464999
"334",41.7991480599036
"335",37.9964889950963
"336",41.4972447734099
"337",39.5661103213236
"338",41.6165355630606
"339",38.345570518525
"340",37.7707028386403
"341",34.1260578672741
"342",35.1066773554398
"343",37.1528281240039
"344",35.1399959837653
"345",34.62763821873
"346",30.7590501597949
"347",33.7660896055792
"348",37.4735506723624
"349",37.7668390320022
"350",35.2909624305482
"351",38.1634424975344
"352",44.6177579876934
"353",44.4845101203426
"354",43.3813550978987
"355",46.757549310383
"356",47.4779081497874
"357",51.8155829877539
"358",50.5449635770564
"359",52.1904916875096
"360",55.1318576123689
"361",54.4307399754766
"362",53.6203130369492
"363",49.7527029080836
"364",50.267592801747
"365",49.9848724013443
"366",47.2344991216743
"367",47.83735097772
"368",43.3239279606394
"369",41.0511488814943
"370",38.5789771364757
"371",39.9598502762198
"372",36.4381202182668
"373",37.8249688270653
"374",36.5311473599621
"375",36.0407076272122
"376",37.0725557222456
"377",37.5200459158549
"378",40.3864998206421
"379",42.0383685538785
"380",41.7125229066485
"381",41.5860141493907
"382",43.7223261542506
"383",48.2618638416099
"384",45.7814500620597
"385",46.8130608295189
"386",52.4932272434219
"387",49.5565009712193
"388",52.5740356235557
"389",51.7207236460358
"390",52.6271780898802
"391",51.0867239565112
"392",53.1962767946122
"393",56.875877374274
"394",52.0167069124983
"395",52.3770167056523
"396",56.0592911289532
"397",51.8205858981705
"398",47.9081381499095
"399",49.3994806678473
"400",48.404402027262
"401",49.0709791147696
"402",47.3900992091768
"403",46.9023945061293
"404",46.7900508415659
"405",44.7040924231947
"406",44.8919353813825
"407",47.3223797735893
"408",41.0669164561178
"409",44.4798289042249
"410",43.8555553041134
"411",43.0535928779945
"412",43.7460579635172
"413",44.3091534563417
"414",46.030480162522
"415",44.3665238858256
"416",43.7938705745071
"417",45.970361399718
"418",41.6557173385121
"419",39.7699591539309
"420",39.6685259977532
"421",38.0881540581666
"422",37.1461666101924
"423",37.0952618069194
"424",38.9879212109493
"425",39.1826686984544
"426",38.3081140099644
"427",38.2631522308625
"428",39.7901539206444
"429",39.8193679105316
"430",37.66443605602
"431",40.1585834030512
"432",39.6452895397474
"433",39.0506315344171
"434",45.000922022081
"435",37.7165648310641
"436",41.261284674245
"437",46.1427294560303
"438",44.3291444133535
"439",50.2585063752011
"440",48.4919085603468
"441",54.5828150237605
"442",54.6335195802232
"443",58.5075823859754
